id,burnout,control,coping,teaching,research,pastoral
spes,Not burnt out,14.705882352941178,11.450381679389313,45.45454545454545,60.416666666666664,31.48148148148148
efdv,Not burnt out,15.88235294117647,8.396946564885496,50.90909090909091,54.166666666666664,61.111111111111114
yxbf,Not burnt out,7.0588235294117645,16.030534351145036,34.54545454545455,58.333333333333336,37.03703703703704
kbda,Not burnt out,15.88235294117647,9.16030534351145,49.09090909090909,64.58333333333334,72.22222222222221
rxao,Not burnt out,11.176470588235295,9.923664122137405,38.18181818181819,66.66666666666666,46.2962962962963
dvyc,Not burnt out,7.647058823529412,34.35114503816794,60,70.83333333333334,46.2962962962963
dnku,Not burnt out,11.176470588235295,12.213740458015266,56.36363636363636,89.58333333333334,44.44444444444444
sfin,Not burnt out,13.529411764705882,9.16030534351145,30.909090909090907,62.5,35.18518518518518
vfqc,Not burnt out,41.17647058823529,5.343511450381679,61.81818181818181,72.91666666666666,50
trbv,Not burnt out,7.647058823529412,17.557251908396946,45.45454545454545,47.91666666666667,33.33333333333333
honq,Not burnt out,7.647058823529412,12.213740458015266,41.81818181818181,62.5,37.03703703703704
kcwp,Not burnt out,8.235294117647058,22.137404580152673,60,52.083333333333336,38.88888888888889
dxba,Not burnt out,7.0588235294117645,13.740458015267176,32.72727272727273,87.5,33.33333333333333
vncn,Not burnt out,7.647058823529412,15.267175572519085,50.90909090909091,89.58333333333334,68.51851851851852
cssx,Not burnt out,7.647058823529412,18.3206106870229,49.09090909090909,56.25,46.2962962962963
ayiw,Not burnt out,14.705882352941178,12.977099236641221,67.27272727272727,54.166666666666664,59.25925925925925
ixix,Not burnt out,11.76470588235294,9.923664122137405,52.72727272727272,79.16666666666666,66.66666666666666
qqyg,Not burnt out,8.235294117647058,10.687022900763358,49.09090909090909,64.58333333333334,53.70370370370371
asrm,Not burnt out,9.411764705882353,19.84732824427481,52.72727272727272,43.75,51.85185185185185
sxnd,Not burnt out,14.705882352941178,10.687022900763358,52.72727272727272,45.83333333333333,50
guci,Not burnt out,18.823529411764707,11.450381679389313,49.09090909090909,89.58333333333334,37.03703703703704
uojh,Not burnt out,36.470588235294116,6.870229007633588,58.18181818181818,56.25,61.111111111111114
fngb,Not burnt out,8.823529411764707,62.59541984732825,78.18181818181819,39.58333333333333,53.70370370370371
xnbj,Not burnt out,8.823529411764707,12.213740458015266,38.18181818181819,72.91666666666666,53.70370370370371
uiig,Not burnt out,11.76470588235294,9.923664122137405,49.09090909090909,62.5,61.111111111111114
cfwn,Not burnt out,7.647058823529412,15.267175572519085,47.27272727272727,62.5,37.03703703703704
wubs,Not burnt out,9.411764705882353,22.137404580152673,56.36363636363636,85.41666666666666,51.85185185185185
egau,Not burnt out,7.0588235294117645,13.740458015267176,49.09090909090909,64.58333333333334,38.88888888888889
daik,Not burnt out,14.117647058823529,22.900763358778626,70.9090909090909,68.75,70.37037037037037
ulnw,Not burnt out,7.647058823529412,12.213740458015266,49.09090909090909,35.41666666666667,42.592592592592595
ugxo,Not burnt out,13.529411764705882,9.16030534351145,40,89.58333333333334,50
rdrt,Not burnt out,11.176470588235295,9.923664122137405,50.90909090909091,77.08333333333334,44.44444444444444
yjus,Not burnt out,36.470588235294116,15.267175572519085,67.27272727272727,62.5,62.96296296296296
ibwv,Not burnt out,15.294117647058824,16.793893129770993,43.63636363636363,54.166666666666664,61.111111111111114
kehg,Not burnt out,15.88235294117647,25.954198473282442,47.27272727272727,75,44.44444444444444
ypas,Not burnt out,8.823529411764707,9.923664122137405,56.36363636363636,72.91666666666666,57.407407407407405
kvgt,Not burnt out,11.176470588235295,9.923664122137405,47.27272727272727,64.58333333333334,55.55555555555556
ugbp,Not burnt out,8.235294117647058,22.900763358778626,47.27272727272727,54.166666666666664,53.70370370370371
nfkj,Not burnt out,7.647058823529412,10.687022900763358,56.36363636363636,54.166666666666664,77.77777777777779
fyod,Not burnt out,8.823529411764707,9.923664122137405,49.09090909090909,75,40.74074074074074
rfie,Not burnt out,7.647058823529412,15.267175572519085,34.54545454545455,60.416666666666664,38.88888888888889
isjq,Not burnt out,42.35294117647059,4.580152671755725,56.36363636363636,58.333333333333336,57.407407407407405
rkem,Not burnt out,15.88235294117647,8.396946564885496,38.18181818181819,75,50
iscg,Not burnt out,21.176470588235293,12.213740458015266,52.72727272727272,97.91666666666666,50
xmqe,Not burnt out,18.823529411764707,20.610687022900763,65.45454545454545,60.416666666666664,53.70370370370371
acgc,Not burnt out,23.52941176470588,10.687022900763358,52.72727272727272,68.75,38.88888888888889
seth,Not burnt out,12.941176470588237,52.67175572519084,74.54545454545455,68.75,68.51851851851852
wrbr,Not burnt out,15.88235294117647,10.687022900763358,49.09090909090909,45.83333333333333,48.148148148148145
ugqq,Not burnt out,25.294117647058822,53.43511450381679,83.63636363636363,33.33333333333333,40.74074074074074
dnew,Not burnt out,7.0588235294117645,20.610687022900763,43.63636363636363,58.333333333333336,31.48148148148148
dcit,Not burnt out,12.352941176470589,13.740458015267176,34.54545454545455,56.25,57.407407407407405
wpgm,Not burnt out,8.823529411764707,9.16030534351145,30.909090909090907,75,37.03703703703704
aolt,Not burnt out,17.647058823529413,25.954198473282442,50.90909090909091,54.166666666666664,66.66666666666666
ucpo,Not burnt out,8.823529411764707,25.954198473282442,54.54545454545454,58.333333333333336,55.55555555555556
dorn,Not burnt out,52.352941176470594,11.450381679389313,63.63636363636363,75,55.55555555555556
tgnv,Not burnt out,14.117647058823529,9.16030534351145,47.27272727272727,56.25,59.25925925925925
gita,Not burnt out,23.52941176470588,6.870229007633588,38.18181818181819,83.33333333333334,50
rvyd,Not burnt out,7.0588235294117645,10.687022900763358,38.18181818181819,85.41666666666666,55.55555555555556
cqek,Not burnt out,30,57.25190839694656,94.54545454545455,27.083333333333332,79.62962962962963
kpxg,Not burnt out,22.35294117647059,9.923664122137405,63.63636363636363,79.16666666666666,55.55555555555556
fjnv,Not burnt out,7.647058823529412,100,100,43.75,57.407407407407405
xguv,Not burnt out,7.0588235294117645,10.687022900763358,32.72727272727273,60.416666666666664,46.2962962962963
dqle,Not burnt out,8.823529411764707,10.687022900763358,36.36363636363637,75,48.148148148148145
eobq,Not burnt out,10,11.450381679389313,41.81818181818181,52.083333333333336,57.407407407407405
ekiv,Not burnt out,14.117647058823529,41.98473282442748,63.63636363636363,60.416666666666664,72.22222222222221
pfaw,Not burnt out,12.941176470588237,10.687022900763358,49.09090909090909,45.83333333333333,59.25925925925925
sfrp,Not burnt out,11.176470588235295,47.32824427480916,72.72727272727273,77.08333333333334,79.62962962962963
kodp,Not burnt out,10.588235294117647,32.82442748091603,70.9090909090909,60.416666666666664,40.74074074074074
iilh,Not burnt out,30.58823529411765,13.740458015267176,56.36363636363636,62.5,68.51851851851852
dedv,Not burnt out,8.823529411764707,12.213740458015266,41.81818181818181,62.5,42.592592592592595
estf,Not burnt out,8.235294117647058,11.450381679389313,50.90909090909091,83.33333333333334,57.407407407407405
subq,Not burnt out,10,52.67175572519084,56.36363636363636,20.833333333333336,51.85185185185185
pvxt,Not burnt out,15.294117647058824,11.450381679389313,36.36363636363637,66.66666666666666,40.74074074074074
kdoo,Not burnt out,10.588235294117647,11.450381679389313,56.36363636363636,35.41666666666667,50
hcxg,Not burnt out,11.76470588235294,32.82442748091603,52.72727272727272,56.25,44.44444444444444
mxbr,Not burnt out,41.17647058823529,6.106870229007633,45.45454545454545,62.5,33.33333333333333
flct,Not burnt out,11.176470588235295,15.267175572519085,70.9090909090909,47.91666666666667,90.74074074074075
edda,Not burnt out,7.647058823529412,13.740458015267176,52.72727272727272,75,53.70370370370371
kkpi,Not burnt out,9.411764705882353,19.84732824427481,38.18181818181819,79.16666666666666,50
yxqy,Not burnt out,11.176470588235295,32.82442748091603,58.18181818181818,70.83333333333334,53.70370370370371
nlwx,Not burnt out,14.117647058823529,12.977099236641221,58.18181818181818,68.75,61.111111111111114
koos,Not burnt out,10,25.190839694656486,63.63636363636363,66.66666666666666,64.81481481481481
kvpj,Not burnt out,10.588235294117647,21.374045801526716,54.54545454545454,64.58333333333334,42.592592592592595
lgge,Not burnt out,8.235294117647058,12.977099236641221,43.63636363636363,79.16666666666666,50
tjkb,Not burnt out,9.411764705882353,16.793893129770993,54.54545454545454,79.16666666666666,33.33333333333333
nhnq,Not burnt out,8.235294117647058,12.213740458015266,34.54545454545455,47.91666666666667,42.592592592592595
qrjm,Not burnt out,10,10.687022900763358,49.09090909090909,66.66666666666666,57.407407407407405
mddy,Not burnt out,8.823529411764707,16.793893129770993,50.90909090909091,83.33333333333334,59.25925925925925
usnf,Not burnt out,10,34.35114503816794,52.72727272727272,50,62.96296296296296
bmfy,Not burnt out,36.470588235294116,8.396946564885496,56.36363636363636,83.33333333333334,33.33333333333333
xvjx,Not burnt out,7.647058823529412,25.190839694656486,61.81818181818181,60.416666666666664,55.55555555555556
frxy,Not burnt out,8.823529411764707,11.450381679389313,45.45454545454545,56.25,62.96296296296296
okyd,Not burnt out,9.411764705882353,13.740458015267176,27.27272727272727,52.083333333333336,48.148148148148145
umxe,Not burnt out,10.588235294117647,16.793893129770993,47.27272727272727,89.58333333333334,50
ayuy,Not burnt out,19.411764705882355,23.66412213740458,58.18181818181818,39.58333333333333,51.85185185185185
kucf,Not burnt out,13.529411764705882,22.137404580152673,65.45454545454545,35.41666666666667,61.111111111111114
hyyx,Not burnt out,28.235294117647058,10.687022900763358,56.36363636363636,41.66666666666667,61.111111111111114
fetr,Not burnt out,8.235294117647058,12.213740458015266,41.81818181818181,64.58333333333334,40.74074074074074
yjnf,Not burnt out,8.235294117647058,18.3206106870229,43.63636363636363,45.83333333333333,48.148148148148145
mdbi,Not burnt out,12.941176470588237,11.450381679389313,69.0909090909091,56.25,70.37037037037037
cfep,Not burnt out,25.882352941176475,8.396946564885496,47.27272727272727,83.33333333333334,53.70370370370371
bfff,Not burnt out,14.117647058823529,19.083969465648856,43.63636363636363,62.5,53.70370370370371
plcd,Not burnt out,15.294117647058824,25.190839694656486,72.72727272727273,66.66666666666666,74.07407407407408
batv,Not burnt out,100,6.106870229007633,80,52.083333333333336,37.03703703703704
kcbj,Not burnt out,8.235294117647058,65.64885496183206,80,43.75,50
upqm,Not burnt out,11.176470588235295,16.030534351145036,56.36363636363636,70.83333333333334,38.88888888888889
lqll,Not burnt out,27.058823529411764,11.450381679389313,56.36363636363636,62.5,38.88888888888889
ttbc,Not burnt out,10.588235294117647,14.50381679389313,56.36363636363636,79.16666666666666,53.70370370370371
imch,Not burnt out,30,10.687022900763358,56.36363636363636,83.33333333333334,50
lkxt,Not burnt out,32.35294117647059,9.16030534351145,56.36363636363636,43.75,44.44444444444444
qbei,Not burnt out,8.235294117647058,14.50381679389313,41.81818181818181,72.91666666666666,51.85185185185185
nuvh,Not burnt out,8.823529411764707,18.3206106870229,52.72727272727272,50,62.96296296296296
oukv,Not burnt out,47.647058823529406,25.954198473282442,72.72727272727273,45.83333333333333,51.85185185185185
pxcu,Not burnt out,41.17647058823529,12.977099236641221,56.36363636363636,81.25,44.44444444444444
btpf,Not burnt out,11.176470588235295,16.793893129770993,40,43.75,38.88888888888889
qyou,Not burnt out,14.117647058823529,18.3206106870229,50.90909090909091,54.166666666666664,88.88888888888889
yovs,Not burnt out,8.235294117647058,51.14503816793893,67.27272727272727,60.416666666666664,57.407407407407405
hgpp,Not burnt out,9.411764705882353,17.557251908396946,52.72727272727272,91.66666666666666,53.70370370370371
tvpj,Not burnt out,9.411764705882353,15.267175572519085,58.18181818181818,79.16666666666666,68.51851851851852
smro,Not burnt out,20,21.374045801526716,56.36363636363636,58.333333333333336,46.2962962962963
wbog,Not burnt out,8.823529411764707,32.06106870229007,67.27272727272727,75,61.111111111111114
boiy,Not burnt out,8.823529411764707,16.030534351145036,60,54.166666666666664,55.55555555555556
mayy,Not burnt out,59.411764705882355,3.816793893129771,61.81818181818181,62.5,53.70370370370371
pcsx,Not burnt out,23.52941176470588,9.923664122137405,58.18181818181818,58.333333333333336,44.44444444444444
qwrj,Not burnt out,13.529411764705882,24.427480916030532,60,79.16666666666666,46.2962962962963
vfym,Not burnt out,10.588235294117647,12.977099236641221,56.36363636363636,43.75,61.111111111111114
ckbs,Not burnt out,11.76470588235294,14.50381679389313,49.09090909090909,87.5,27.77777777777778
qcmi,Not burnt out,12.941176470588237,14.50381679389313,47.27272727272727,64.58333333333334,57.407407407407405
brjb,Not burnt out,9.411764705882353,17.557251908396946,43.63636363636363,58.333333333333336,53.70370370370371
ufyu,Not burnt out,10,49.61832061068702,69.0909090909091,45.83333333333333,68.51851851851852
sjmv,Not burnt out,24.11764705882353,10.687022900763358,47.27272727272727,70.83333333333334,44.44444444444444
lprt,Not burnt out,12.941176470588237,16.793893129770993,43.63636363636363,50,48.148148148148145
fpmn,Not burnt out,13.529411764705882,26.717557251908396,61.81818181818181,64.58333333333334,59.25925925925925
wdfj,Not burnt out,8.823529411764707,12.977099236641221,56.36363636363636,93.75,70.37037037037037
gvvi,Not burnt out,9.411764705882353,13.740458015267176,49.09090909090909,72.91666666666666,50
akbt,Not burnt out,8.235294117647058,27.480916030534353,54.54545454545454,68.75,62.96296296296296
bipq,Not burnt out,17.647058823529413,13.740458015267176,40,62.5,48.148148148148145
atqm,Not burnt out,11.176470588235295,15.267175572519085,41.81818181818181,85.41666666666666,57.407407407407405
coho,Not burnt out,37.64705882352941,29.00763358778626,63.63636363636363,58.333333333333336,37.03703703703704
fjxg,Not burnt out,12.941176470588237,12.977099236641221,56.36363636363636,83.33333333333334,75.92592592592592
xmcn,Not burnt out,25.882352941176475,10.687022900763358,58.18181818181818,77.08333333333334,57.407407407407405
rdwp,Not burnt out,20,41.98473282442748,56.36363636363636,56.25,44.44444444444444
sbcr,Not burnt out,34.705882352941174,9.923664122137405,58.18181818181818,41.66666666666667,35.18518518518518
mbsd,Not burnt out,11.176470588235295,24.427480916030532,41.81818181818181,58.333333333333336,38.88888888888889
yroc,Not burnt out,9.411764705882353,13.740458015267176,60,70.83333333333334,75.92592592592592
jckr,Not burnt out,11.76470588235294,19.84732824427481,52.72727272727272,43.75,61.111111111111114
hvgb,Not burnt out,10,20.610687022900763,47.27272727272727,35.41666666666667,55.55555555555556
ieis,Not burnt out,11.176470588235295,13.740458015267176,50.90909090909091,62.5,40.74074074074074
dmpa,Not burnt out,14.705882352941178,12.213740458015266,49.09090909090909,60.416666666666664,53.70370370370371
chrp,Not burnt out,12.352941176470589,18.3206106870229,43.63636363636363,60.416666666666664,53.70370370370371
orgk,Not burnt out,22.941176470588236,21.374045801526716,49.09090909090909,41.66666666666667,72.22222222222221
hbvk,Not burnt out,22.35294117647059,12.213740458015266,50.90909090909091,68.75,51.85185185185185
hfiq,Not burnt out,55.88235294117647,24.427480916030532,69.0909090909091,64.58333333333334,29.629629629629626
uifv,Not burnt out,13.529411764705882,15.267175572519085,67.27272727272727,77.08333333333334,61.111111111111114
vdyg,Not burnt out,10,16.030534351145036,49.09090909090909,41.66666666666667,66.66666666666666
scyq,Not burnt out,13.529411764705882,14.50381679389313,47.27272727272727,62.5,51.85185185185185
pdso,Not burnt out,12.941176470588237,26.717557251908396,47.27272727272727,52.083333333333336,61.111111111111114
dgxp,Not burnt out,10,16.793893129770993,52.72727272727272,75,53.70370370370371
uvsd,Not burnt out,16.470588235294116,19.083969465648856,47.27272727272727,60.416666666666664,37.03703703703704
epex,Not burnt out,10.588235294117647,16.793893129770993,49.09090909090909,62.5,38.88888888888889
svqm,Not burnt out,10,17.557251908396946,65.45454545454545,72.91666666666666,74.07407407407408
tjuc,Not burnt out,11.76470588235294,16.793893129770993,36.36363636363637,70.83333333333334,51.85185185185185
ealh,Not burnt out,12.941176470588237,64.8854961832061,87.27272727272727,50,79.62962962962963
gnhv,Not burnt out,12.941176470588237,19.083969465648856,50.90909090909091,70.83333333333334,68.51851851851852
twbg,Not burnt out,23.52941176470588,23.66412213740458,58.18181818181818,60.416666666666664,57.407407407407405
hhwr,Not burnt out,10,17.557251908396946,65.45454545454545,81.25,57.407407407407405
scwj,Not burnt out,10,22.137404580152673,52.72727272727272,60.416666666666664,61.111111111111114
dfpp,Not burnt out,52.352941176470594,44.274809160305345,67.27272727272727,41.66666666666667,37.03703703703704
tttw,Not burnt out,12.352941176470589,31.297709923664126,81.81818181818183,66.66666666666666,51.85185185185185
aahk,Not burnt out,22.35294117647059,13.740458015267176,50.90909090909091,85.41666666666666,42.592592592592595
hetw,Not burnt out,9.411764705882353,19.083969465648856,69.0909090909091,45.83333333333333,74.07407407407408
