intervention,classroom,pre_exercise,post_exercise
Leaflet,2,0.707106781186548,1.58113883008419
Leaflet,2,2.54950975679639,2.73861278752583
Leaflet,2,1.87082869338697,1.58113883008419
Leaflet,2,3.24037034920393,3.24037034920393
Leaflet,2,1.58113883008419,1.58113883008419
Leaflet,2,1.87082869338697,2.12132034355964
Leaflet,2,1.87082869338697,2.12132034355964
Leaflet,2,2.54950975679639,2.54950975679639
Leaflet,2,2.73861278752583,2.73861278752583
Leaflet,2,2.54950975679639,2.73861278752583
Leaflet,2,2.54950975679639,2.34520787991171
Leaflet,2,1.58113883008419,1.58113883008419
Leaflet,2,2.34520787991171,1.87082869338697
Leaflet,2,2.12132034355964,1.87082869338697
Leaflet,2,1.22474487139159,1.58113883008419
Leaflet,2,1.87082869338697,2.12132034355964
Leaflet,2,2.34520787991171,2.34520787991171
Leaflet,2,0.707106781186548,1.22474487139159
Leaflet,2,2.34520787991171,2.34520787991171
Leaflet,2,1.22474487139159,2.12132034355964
Leaflet,2,1.22474487139159,1.87082869338697
Leaflet,2,2.91547594742265,2.73861278752583
Leaflet,2,1.22474487139159,0.707106781186548
Leaflet,22,0.707106781186548,0.707106781186548
Leaflet,22,1.58113883008419,1.87082869338697
Leaflet,22,1.87082869338697,1.87082869338697
Leaflet,22,1.22474487139159,1.58113883008419
Leaflet,22,0.707106781186548,1.22474487139159
Leaflet,22,1.58113883008419,1.58113883008419
Leaflet,22,0.707106781186548,1.22474487139159
Leaflet,22,0.707106781186548,1.58113883008419
Leaflet,22,0.707106781186548,1.22474487139159
Leaflet,22,1.87082869338697,1.87082869338697
Leaflet,22,0.707106781186548,1.87082869338697
Leaflet,22,0.707106781186548,0.707106781186548
Leaflet,22,0.707106781186548,2.12132034355964
Leaflet,22,2.12132034355964,2.12132034355964
Leaflet,22,1.22474487139159,1.58113883008419
Leaflet,22,0.707106781186548,1.22474487139159
Leaflet,22,1.22474487139159,1.87082869338697
Leaflet,22,1.22474487139159,1.58113883008419
Leaflet,22,1.22474487139159,1.58113883008419
Leaflet,22,0.707106781186548,1.58113883008419
Leaflet,22,0.707106781186548,1.87082869338697
Leaflet,22,2.91547594742265,3.08220700148449
Leaflet,22,2.12132034355964,1.58113883008419
Leaflet,8,1.87082869338697,1.87082869338697
Leaflet,8,0.707106781186548,0.707106781186548
Leaflet,8,1.22474487139159,1.22474487139159
Leaflet,8,2.12132034355964,2.12132034355964
Leaflet,8,2.12132034355964,2.34520787991171
Leaflet,8,2.34520787991171,2.12132034355964
Leaflet,8,1.58113883008419,1.58113883008419
Leaflet,8,2.34520787991171,2.54950975679639
Leaflet,8,2.34520787991171,2.12132034355964
Leaflet,8,0.707106781186548,0.707106781186548
Leaflet,8,2.12132034355964,2.12132034355964
Leaflet,8,1.58113883008419,2.12132034355964
Leaflet,8,2.73861278752583,2.91547594742265
Leaflet,8,2.54950975679639,2.54950975679639
Leaflet,8,3.08220700148449,1.58113883008419
Leaflet,8,1.22474487139159,1.58113883008419
Leaflet,8,1.58113883008419,1.58113883008419
Leaflet,8,1.22474487139159,1.22474487139159
Leaflet,8,3.53553390593274,2.12132034355964
Leaflet,8,1.58113883008419,1.22474487139159
Leaflet,8,2.34520787991171,2.12132034355964
Leaflet,8,1.22474487139159,1.58113883008419
Leaflet,8,1.58113883008419,1.58113883008419
Leaflet,8,1.22474487139159,1.22474487139159
Leaflet,8,2.12132034355964,2.34520787991171
Leaflet,8,1.87082869338697,1.87082869338697
Leaflet,8,1.22474487139159,1.58113883008419
Leaflet,10,2.12132034355964,1.87082869338697
Leaflet,10,0.707106781186548,0.707106781186548
Leaflet,10,1.58113883008419,1.58113883008419
Leaflet,10,1.58113883008419,1.87082869338697
Leaflet,10,1.87082869338697,2.12132034355964
Leaflet,10,1.58113883008419,2.12132034355964
Leaflet,10,2.54950975679639,2.12132034355964
Leaflet,10,0.707106781186548,1.58113883008419
Leaflet,10,1.58113883008419,1.58113883008419
Leaflet,10,1.58113883008419,1.58113883008419
Leaflet,10,1.22474487139159,1.58113883008419
Leaflet,10,1.22474487139159,1.22474487139159
Leaflet,10,1.87082869338697,1.87082869338697
Leaflet,10,2.12132034355964,2.34520787991171
Leaflet,10,2.34520787991171,2.54950975679639
Leaflet,10,1.58113883008419,1.58113883008419
Leaflet,10,2.34520787991171,2.54950975679639
Leaflet,10,0.707106781186548,1.22474487139159
Leaflet,10,2.12132034355964,2.34520787991171
Leaflet,10,1.87082869338697,2.12132034355964
Leaflet,10,1.87082869338697,1.58113883008419
Leaflet,10,1.87082869338697,1.22474487139159
Leaflet,10,3.24037034920393,3.24037034920393
Leaflet,10,2.12132034355964,2.34520787991171
Leaflet,10,1.58113883008419,1.87082869338697
Leaflet,17,0.707106781186548,2.12132034355964
Leaflet,17,1.58113883008419,1.58113883008419
Leaflet,17,2.12132034355964,1.87082869338697
Leaflet,17,2.54950975679639,1.58113883008419
Leaflet,17,2.34520787991171,2.12132034355964
Leaflet,17,1.87082869338697,1.87082869338697
Leaflet,17,1.87082869338697,1.87082869338697
Leaflet,17,2.12132034355964,2.12132034355964
Leaflet,17,2.34520787991171,2.12132034355964
Leaflet,17,1.22474487139159,1.22474487139159
Leaflet,17,2.12132034355964,1.87082869338697
Leaflet,17,1.58113883008419,1.87082869338697
Leaflet,17,1.87082869338697,1.87082869338697
Leaflet,17,1.87082869338697,1.87082869338697
Leaflet,17,2.34520787991171,1.87082869338697
Leaflet,17,1.58113883008419,1.58113883008419
Leaflet,17,1.87082869338697,2.12132034355964
Leaflet,17,2.12132034355964,2.34520787991171
Leaflet,17,1.22474487139159,0.707106781186548
Leaflet,17,1.58113883008419,1.87082869338697
Leaflet,17,1.87082869338697,1.87082869338697
Leaflet,17,1.22474487139159,1.22474487139159
Leaflet,17,1.87082869338697,1.87082869338697
Leaflet,17,2.91547594742265,3.08220700148449
Leaflet,17,0.707106781186548,0.707106781186548
Leaflet + Quiz,3,1.87082869338697,1.87082869338697
Leaflet + Quiz,3,2.12132034355964,2.34520787991171
Leaflet + Quiz,3,1.87082869338697,1.87082869338697
Leaflet + Quiz,3,1.58113883008419,1.58113883008419
Leaflet + Quiz,3,1.58113883008419,1.87082869338697
Leaflet + Quiz,3,2.12132034355964,1.87082869338697
Leaflet + Quiz,3,0.707106781186548,1.22474487139159
Leaflet + Quiz,3,0.707106781186548,0.707106781186548
Leaflet + Quiz,3,2.12132034355964,2.34520787991171
Leaflet + Quiz,3,1.87082869338697,1.87082869338697
Leaflet + Quiz,3,1.58113883008419,1.87082869338697
Leaflet + Quiz,3,0.707106781186548,0.707106781186548
Leaflet + Quiz,3,1.58113883008419,1.87082869338697
Leaflet + Quiz,3,1.87082869338697,2.12132034355964
Leaflet + Quiz,3,1.58113883008419,1.22474487139159
Leaflet + Quiz,3,2.73861278752583,3.24037034920393
Leaflet + Quiz,3,1.22474487139159,1.22474487139159
Leaflet + Quiz,3,1.58113883008419,2.12132034355964
Leaflet + Quiz,3,1.22474487139159,1.87082869338697
Leaflet + Quiz,3,2.12132034355964,2.12132034355964
Leaflet + Quiz,3,1.87082869338697,2.12132034355964
Leaflet + Quiz,3,1.22474487139159,1.58113883008419
Leaflet + Quiz,3,1.58113883008419,1.22474487139159
Leaflet + Quiz,3,1.22474487139159,2.12132034355964
Leaflet + Quiz,3,1.58113883008419,1.87082869338697
Leaflet + Quiz,4,2.34520787991171,2.54950975679639
Leaflet + Quiz,4,1.87082869338697,1.87082869338697
Leaflet + Quiz,4,1.87082869338697,2.12132034355964
Leaflet + Quiz,4,0.707106781186548,1.22474487139159
Leaflet + Quiz,4,1.22474487139159,1.58113883008419
Leaflet + Quiz,4,1.87082869338697,2.12132034355964
Leaflet + Quiz,4,2.73861278752583,3.08220700148449
Leaflet + Quiz,4,1.87082869338697,2.12132034355964
Leaflet + Quiz,4,1.22474487139159,1.22474487139159
Leaflet + Quiz,4,1.58113883008419,2.12132034355964
Leaflet + Quiz,4,1.58113883008419,2.12132034355964
Leaflet + Quiz,4,1.87082869338697,1.87082869338697
Leaflet + Quiz,4,0.707106781186548,1.22474487139159
Leaflet + Quiz,4,1.22474487139159,1.58113883008419
Leaflet + Quiz,4,2.12132034355964,2.12132034355964
Leaflet + Quiz,4,1.58113883008419,1.58113883008419
Leaflet + Quiz,4,1.58113883008419,2.12132034355964
Leaflet + Quiz,4,2.12132034355964,2.34520787991171
Leaflet + Quiz,4,2.12132034355964,2.12132034355964
Leaflet + Quiz,4,1.58113883008419,1.58113883008419
Leaflet + Quiz,4,1.58113883008419,1.87082869338697
Leaflet + Quiz,4,1.22474487139159,1.22474487139159
Leaflet + Quiz,7,1.87082869338697,2.12132034355964
Leaflet + Quiz,7,0.707106781186548,1.58113883008419
Leaflet + Quiz,7,1.58113883008419,1.87082869338697
Leaflet + Quiz,7,1.58113883008419,1.22474487139159
Leaflet + Quiz,7,1.87082869338697,2.12132034355964
Leaflet + Quiz,7,1.58113883008419,1.87082869338697
Leaflet + Quiz,7,0.707106781186548,2.34520787991171
Leaflet + Quiz,7,0.707106781186548,0.707106781186548
Leaflet + Quiz,7,0.707106781186548,0.707106781186548
Leaflet + Quiz,7,1.58113883008419,1.58113883008419
Leaflet + Quiz,7,2.12132034355964,2.34520787991171
Leaflet + Quiz,7,1.22474487139159,1.58113883008419
Leaflet + Quiz,7,1.22474487139159,1.58113883008419
Leaflet + Quiz,7,2.73861278752583,2.73861278752583
Leaflet + Quiz,7,1.58113883008419,1.22474487139159
Leaflet + Quiz,7,1.22474487139159,1.22474487139159
Leaflet + Quiz,7,2.34520787991171,2.54950975679639
Leaflet + Quiz,7,0.707106781186548,1.87082869338697
Leaflet + Quiz,7,0.707106781186548,1.58113883008419
Leaflet + Quiz,7,2.54950975679639,1.58113883008419
Leaflet + Quiz,7,0.707106781186548,0.707106781186548
Leaflet + Quiz,7,2.34520787991171,2.54950975679639
Leaflet + Quiz,7,0.707106781186548,1.58113883008419
Leaflet + Quiz,7,1.22474487139159,0.707106781186548
Leaflet + Quiz,7,1.87082869338697,2.12132034355964
Leaflet + Quiz,12,1.22474487139159,1.22474487139159
Leaflet + Quiz,12,2.12132034355964,2.34520787991171
Leaflet + Quiz,12,1.58113883008419,1.58113883008419
Leaflet + Quiz,12,1.87082869338697,2.12132034355964
Leaflet + Quiz,12,1.87082869338697,2.12132034355964
Leaflet + Quiz,12,2.12132034355964,2.34520787991171
Leaflet + Quiz,12,1.58113883008419,1.87082869338697
Leaflet + Quiz,12,1.58113883008419,1.87082869338697
Leaflet + Quiz,12,1.58113883008419,1.87082869338697
Leaflet + Quiz,12,1.58113883008419,2.12132034355964
Leaflet + Quiz,12,0.707106781186548,1.22474487139159
Leaflet + Quiz,12,1.58113883008419,1.87082869338697
Leaflet + Quiz,12,2.12132034355964,2.12132034355964
Leaflet + Quiz,12,2.12132034355964,2.34520787991171
Leaflet + Quiz,12,1.58113883008419,1.87082869338697
Leaflet + Quiz,12,1.22474487139159,1.87082869338697
Leaflet + Quiz,12,1.87082869338697,2.34520787991171
Leaflet + Quiz,12,1.87082869338697,1.87082869338697
Leaflet + Quiz,12,2.12132034355964,2.34520787991171
Leaflet + Quiz,12,1.87082869338697,1.87082869338697
Leaflet + Quiz,16,1.22474487139159,1.58113883008419
Leaflet + Quiz,16,1.22474487139159,1.58113883008419
Leaflet + Quiz,16,0.707106781186548,0.707106781186548
Leaflet + Quiz,16,1.22474487139159,1.58113883008419
Leaflet + Quiz,16,1.87082869338697,2.34520787991171
Leaflet + Quiz,16,2.12132034355964,2.34520787991171
Leaflet + Quiz,16,1.22474487139159,1.58113883008419
Leaflet + Quiz,16,1.58113883008419,1.87082869338697
Leaflet + Quiz,16,2.12132034355964,2.34520787991171
Leaflet + Quiz,16,2.12132034355964,2.12132034355964
Leaflet + Quiz,16,1.22474487139159,1.58113883008419
Leaflet + Quiz,16,1.58113883008419,0.707106781186548
Leaflet + Quiz,16,1.22474487139159,1.58113883008419
Leaflet + Quiz,16,2.12132034355964,2.34520787991171
Leaflet + Quiz,16,0.707106781186548,0.707106781186548
Leaflet + Quiz,16,1.58113883008419,1.87082869338697
Leaflet + Quiz,16,1.87082869338697,2.12132034355964
Leaflet + Quiz,16,1.87082869338697,2.54950975679639
Leaflet + Quiz,16,1.58113883008419,1.22474487139159
Leaflet + Quiz,21,2.12132034355964,2.12132034355964
Leaflet + Quiz,21,0.707106781186548,0.707106781186548
Leaflet + Quiz,21,1.22474487139159,1.22474487139159
Leaflet + Quiz,21,1.87082869338697,2.12132034355964
Leaflet + Quiz,21,1.22474487139159,1.87082869338697
Leaflet + Quiz,21,1.58113883008419,1.58113883008419
Leaflet + Quiz,21,1.22474487139159,1.58113883008419
Leaflet + Quiz,21,1.87082869338697,1.22474487139159
Leaflet + Quiz,21,1.87082869338697,2.12132034355964
Leaflet + Quiz,21,1.87082869338697,1.58113883008419
Leaflet + Quiz,21,1.22474487139159,1.22474487139159
Leaflet + Quiz,21,2.73861278752583,2.91547594742265
Leaflet + Quiz,21,0.707106781186548,0.707106781186548
Leaflet + Quiz,21,1.22474487139159,1.22474487139159
Leaflet + Quiz,21,2.12132034355964,2.12132034355964
Leaflet + Quiz,21,2.12132034355964,2.12132034355964
Leaflet + Quiz,21,1.22474487139159,1.22474487139159
Leaflet + Quiz,21,2.12132034355964,1.87082869338697
Leaflet + Quiz,21,1.22474487139159,2.54950975679639
Leaflet + Quiz,21,0.707106781186548,0.707106781186548
Leaflet + Plan,6,1.58113883008419,1.22474487139159
Leaflet + Plan,6,1.58113883008419,1.58113883008419
Leaflet + Plan,6,0.707106781186548,2.12132034355964
Leaflet + Plan,6,1.58113883008419,1.87082869338697
Leaflet + Plan,6,1.58113883008419,1.87082869338697
Leaflet + Plan,6,2.34520787991171,2.34520787991171
Leaflet + Plan,6,1.58113883008419,1.87082869338697
Leaflet + Plan,6,1.22474487139159,1.58113883008419
Leaflet + Plan,6,2.54950975679639,2.12132034355964
Leaflet + Plan,6,2.12132034355964,2.34520787991171
Leaflet + Plan,6,2.34520787991171,2.54950975679639
Leaflet + Plan,6,1.58113883008419,2.34520787991171
Leaflet + Plan,6,2.12132034355964,2.34520787991171
Leaflet + Plan,6,1.58113883008419,1.58113883008419
Leaflet + Plan,6,1.58113883008419,2.12132034355964
Leaflet + Plan,6,1.58113883008419,1.87082869338697
Leaflet + Plan,6,1.87082869338697,1.87082869338697
Leaflet + Plan,6,2.34520787991171,2.34520787991171
Leaflet + Plan,6,2.12132034355964,2.12132034355964
Leaflet + Plan,6,2.54950975679639,2.73861278752583
Leaflet + Plan,6,2.73861278752583,2.73861278752583
Leaflet + Plan,6,1.87082869338697,1.87082869338697
Leaflet + Plan,11,1.58113883008419,1.58113883008419
Leaflet + Plan,11,2.54950975679639,2.12132034355964
Leaflet + Plan,11,2.34520787991171,2.12132034355964
Leaflet + Plan,11,0.707106781186548,0.707106781186548
Leaflet + Plan,11,1.87082869338697,1.87082869338697
Leaflet + Plan,11,0.707106781186548,0.707106781186548
Leaflet + Plan,11,2.12132034355964,2.12132034355964
Leaflet + Plan,11,1.87082869338697,2.12132034355964
Leaflet + Plan,11,1.58113883008419,1.87082869338697
Leaflet + Plan,11,2.34520787991171,2.34520787991171
Leaflet + Plan,11,1.58113883008419,1.87082869338697
Leaflet + Plan,11,0.707106781186548,0.707106781186548
Leaflet + Plan,11,0.707106781186548,0.707106781186548
Leaflet + Plan,11,2.12132034355964,2.12132034355964
Leaflet + Plan,11,1.87082869338697,1.58113883008419
Leaflet + Plan,11,0.707106781186548,0.707106781186548
Leaflet + Plan,11,1.58113883008419,1.58113883008419
Leaflet + Plan,11,2.34520787991171,1.58113883008419
Leaflet + Plan,11,1.58113883008419,1.58113883008419
Leaflet + Plan,11,0.707106781186548,1.58113883008419
Leaflet + Plan,11,0.707106781186548,0.707106781186548
Leaflet + Plan,11,0.707106781186548,1.22474487139159
Leaflet + Plan,11,1.58113883008419,1.58113883008419
Leaflet + Plan,11,1.58113883008419,1.58113883008419
Leaflet + Plan,11,2.12132034355964,2.34520787991171
Leaflet + Plan,13,2.54950975679639,2.73861278752583
Leaflet + Plan,13,1.87082869338697,1.58113883008419
Leaflet + Plan,13,2.34520787991171,2.54950975679639
Leaflet + Plan,13,1.87082869338697,0.707106781186548
Leaflet + Plan,13,2.12132034355964,2.34520787991171
Leaflet + Plan,13,1.87082869338697,2.73861278752583
Leaflet + Plan,13,3.24037034920393,3.24037034920393
Leaflet + Plan,13,3.24037034920393,3.24037034920393
Leaflet + Plan,13,0.707106781186548,2.12132034355964
Leaflet + Plan,13,2.12132034355964,1.87082869338697
Leaflet + Plan,13,2.34520787991171,2.12132034355964
Leaflet + Plan,13,2.34520787991171,1.87082869338697
Leaflet + Plan,13,1.87082869338697,1.58113883008419
Leaflet + Plan,13,1.87082869338697,1.87082869338697
Leaflet + Plan,13,2.34520787991171,2.54950975679639
Leaflet + Plan,13,2.12132034355964,2.34520787991171
Leaflet + Plan,13,1.58113883008419,1.87082869338697
Leaflet + Plan,13,2.34520787991171,2.12132034355964
Leaflet + Plan,13,2.73861278752583,2.73861278752583
Leaflet + Plan,13,1.87082869338697,2.12132034355964
Leaflet + Plan,13,1.22474487139159,1.58113883008419
Leaflet + Plan,13,2.54950975679639,2.91547594742265
Leaflet + Plan,13,2.12132034355964,2.34520787991171
Leaflet + Plan,13,0.707106781186548,1.22474487139159
Leaflet + Plan,13,2.54950975679639,2.73861278752583
Leaflet + Plan,13,2.12132034355964,2.34520787991171
Leaflet + Plan,14,2.54950975679639,2.54950975679639
Leaflet + Plan,14,1.87082869338697,1.87082869338697
Leaflet + Plan,14,0.707106781186548,2.12132034355964
Leaflet + Plan,14,1.58113883008419,1.87082869338697
Leaflet + Plan,14,2.12132034355964,2.54950975679639
Leaflet + Plan,14,3.08220700148449,3.24037034920393
Leaflet + Plan,14,1.87082869338697,1.87082869338697
Leaflet + Plan,14,1.87082869338697,2.34520787991171
Leaflet + Plan,14,2.12132034355964,2.34520787991171
Leaflet + Plan,14,0.707106781186548,1.22474487139159
Leaflet + Plan,14,0.707106781186548,0.707106781186548
Leaflet + Plan,14,1.58113883008419,1.87082869338697
Leaflet + Plan,14,1.87082869338697,2.34520787991171
Leaflet + Plan,14,2.12132034355964,2.34520787991171
Leaflet + Plan,14,1.87082869338697,2.12132034355964
Leaflet + Plan,14,1.87082869338697,1.87082869338697
Leaflet + Plan,14,0.707106781186548,1.22474487139159
Leaflet + Plan,14,2.34520787991171,1.58113883008419
Leaflet + Plan,14,1.58113883008419,1.87082869338697
Leaflet + Plan,14,2.12132034355964,1.87082869338697
Leaflet + Plan,14,1.58113883008419,1.58113883008419
Leaflet + Plan,14,2.12132034355964,2.54950975679639
Leaflet + Plan,19,2.12132034355964,2.34520787991171
Leaflet + Plan,19,0.707106781186548,1.58113883008419
Leaflet + Plan,19,1.22474487139159,1.22474487139159
Leaflet + Plan,19,0.707106781186548,1.58113883008419
Leaflet + Plan,19,0.707106781186548,1.22474487139159
Leaflet + Plan,19,1.22474487139159,1.58113883008419
Leaflet + Plan,19,1.22474487139159,1.58113883008419
Leaflet + Plan,19,0.707106781186548,1.22474487139159
Leaflet + Plan,19,0.707106781186548,1.22474487139159
Leaflet + Plan,19,0.707106781186548,0.707106781186548
Leaflet + Plan,19,1.58113883008419,2.34520787991171
Leaflet + Plan,19,1.58113883008419,1.58113883008419
Leaflet + Plan,19,1.22474487139159,1.58113883008419
Leaflet + Plan,19,2.12132034355964,1.58113883008419
Leaflet + Plan,19,3.08220700148449,3.24037034920393
Leaflet + Plan,19,1.58113883008419,1.22474487139159
Leaflet + Plan,19,1.22474487139159,1.58113883008419
Leaflet + Plan,19,1.58113883008419,1.87082869338697
Leaflet + Plan,19,2.54950975679639,2.73861278752583
Leaflet + Plan,19,0.707106781186548,1.22474487139159
Leaflet + Plan,19,1.58113883008419,2.34520787991171
Leaflet + Plan,19,0.707106781186548,0.707106781186548
